,clock,defense,defense_score,distance,home,offense,offense_score,period,surrender_index,yard_line
4414,"{'minutes': 6, 'seconds': 46}",Connecticut,7,10,Connecticut,Navy,7,1,1.037496984040001,50
4415,"{'minutes': 15, 'seconds': 0}",Florida Atlantic,0,10,UT San Antonio,UT San Antonio,0,1,1.037496984040001,50
4416,"{'seconds': 50, 'minutes': 0}",Wyoming,0,8,Air Force,Air Force,7,2,1.037496984040001,50
4417,"{'minutes': 15, 'seconds': 0}",Vanderbilt,3,9,Tennessee,Tennessee,21,4,1.037496984040001,50
4418,"{'minutes': 5, 'seconds': 45}",Wake Forest,20,11,Syracuse,Syracuse,20,3,1.037496984040001,50
4419,"{'minutes': 6, 'seconds': 32}",Louisiana,17,9,Appalachian State,Appalachian State,35,3,1.037496984040001,50
4420,"{'minutes': 15, 'seconds': 0}",Central Michigan,24,10,Central Michigan,Albany,7,3,1.0374,75
4421,"{'minutes': 15, 'seconds': 0}",Troy,20,30,Troy,Campbell,7,3,1.0374,89
4422,"{'minutes': 15, 'seconds': 0}",Pittsburgh,17,19,Pittsburgh,Ohio,3,3,1.0374,74
4423,"{'minutes': 15, 'seconds': 0}",UCF,28,18,Florida Atlantic,Florida Atlantic,6,3,1.0374,38
4424,"{'minutes': 15, 'seconds': 0}",Houston,34,11,Houston,Prairie View,10,3,1.0374,76
4425,"{'minutes': 15, 'seconds': 0}",Missouri,37,10,Missouri,Southeast Missouri State,0,3,1.0374,75
4426,"{'minutes': 15, 'seconds': 0}",Texas A&M,27,11,Texas A&M,Lamar,0,3,1.0374,76
4427,"{'minutes': 15, 'seconds': 0}",Oregon State,38,11,Oregon State,Cal Poly,7,3,1.0374,66
4428,"{'minutes': 15, 'seconds': 0}",San Diego State,17,29,New Mexico State,New Mexico State,0,3,1.0374,18
4429,"{'minutes': 15, 'seconds': 0}",Tulane,38,10,Tulane,Missouri State,6,3,1.0374,63
4430,"{'minutes': 15, 'seconds': 0}",Wake Forest,28,10,Wake Forest,Elon,7,3,1.0374,75
4431,"{'minutes': 15, 'seconds': 0}",Iowa,24,19,Iowa,Middle Tennessee,0,3,1.0374,71
4432,"{'minutes': 15, 'seconds': 0}",North Carolina,17,11,Georgia Tech,Georgia Tech,0,3,1.0374,24
4433,"{'minutes': 15, 'seconds': 0}",USC,17,14,USC,Arizona,0,3,1.0374,79
4434,"{'minutes': 15, 'seconds': 0}",Liberty,45,12,Liberty,Maine,17,3,1.0374,67
4435,"{'minutes': 15, 'seconds': 0}",Utah,28,30,Utah,California,0,3,1.0374,79
4436,"{'minutes': 15, 'seconds': 0}",Southern Mississippi,10,10,Rice,Rice,0,3,1.0374,25
4437,"{'minutes': 15, 'seconds': 0}",Indiana,24,10,Indiana,Northwestern,3,3,1.0374,75
4438,"{'minutes': 15, 'seconds': 0}",Oregon State,35,10,Arizona,Arizona,19,3,1.0374,25
4439,"{'minutes': 15, 'seconds': 0}",Troy,27,14,Troy,Georgia Southern,14,3,1.0374,79
4440,"{'minutes': 15, 'seconds': 0}",Tennessee,21,10,Tennessee,Vanderbilt,3,3,1.0374,65
4441,"{'minutes': 15, 'seconds': 0}",Oregon,17,12,Oregon,Oregon State,3,3,1.0374,64
4442,"{'minutes': 14, 'seconds': 56}",Iowa,24,23,Nebraska,Nebraska,10,3,1.0315938816,37
4443,"{'minutes': 14, 'seconds': 55}",Ole Miss,27,12,Ole Miss,Southeastern Louisiana,17,3,1.0301504250000002,78
4444,"{'minutes': 14, 'seconds': 54}",Syracuse,10,16,Liberty,Liberty,0,3,1.0287101904000002,39
4445,"{'minutes': 14, 'seconds': 54}",Kansas State,38,19,Kansas State,Bowling Green,0,3,1.0287101904000002,91
4446,"{'minutes': 14, 'seconds': 54}",Arkansas State,35,10,Arkansas State,Georgia Southern,19,3,1.0287101904000002,77
4447,"{'minutes': 14, 'seconds': 52}",Nebraska,34,14,Maryland,Maryland,0,3,1.0258393728000001,39
4448,"{'minutes': 14, 'seconds': 47}",Vanderbilt,21,25,Vanderbilt,East Tennessee State,0,3,1.0187184618000003,79
4449,"{'minutes': 14, 'seconds': 46}",Iowa State,17,10,Iowa State,Texas,7,3,1.0173038736000002,75
4450,"{'minutes': 10, 'seconds': 42}",West Virginia,24,12,West Virginia,NC State,21,3,1.0116874304,77
4451,"{'minutes': 10, 'seconds': 41}",Northern Illinois,10,10,Northern Illinois,Western Michigan,7,3,1.0106997768,73
4452,"{'minutes': 14, 'seconds': 38}",Louisville,38,17,Wake Forest,Wake Forest,21,3,1.0061016912,28
4453,"{'minutes': 14, 'seconds': 36}",North Carolina,49,10,North Carolina,Mercer,0,3,1.0033328256,65
4454,"{'minutes': 14, 'seconds': 35}",Michigan,21,10,Maryland,Maryland,0,3,1.0019531250000002,25
4455,"{'minutes': 1, 'seconds': 31}",Ole Miss,0,1,Memphis,Memphis,7,1,1.0,35
4456,"{'seconds': 39, 'minutes': 0}",North Carolina,6,1,North Carolina,South Carolina,13,2,1.0,66
4457,"{'minutes': 13, 'seconds': 51}",Georgia State,7,1,Tennessee,Tennessee,14,2,1.0,34
4458,"{'minutes': 9, 'seconds': 4}",Kent State,0,1,Arizona State,Arizona State,3,1,1.0,24
4459,"{'minutes': 12, 'seconds': 14}",California,0,1,California,UC Davis,7,1,1.0,61
4460,"{'minutes': 10, 'seconds': 21}",Alcorn State,0,1,Southern Mississippi,Southern Mississippi,10,2,1.0,15
4461,"{'minutes': 15, 'seconds': 0}",Missouri,17,1,Wyoming,Wyoming,34,4,1.0,35
4462,"{'minutes': 13, 'seconds': 29}",Missouri,24,1,Wyoming,Wyoming,34,4,1.0,34
4463,"{'minutes': 3, 'seconds': 24}",Oregon State,23,1,Oregon State,Oklahoma State,45,3,1.0,76
4464,"{'minutes': 5, 'seconds': 52}",Colorado State,31,1,Colorado,Colorado,45,4,1.0,35
4465,"{'minutes': 14, 'seconds': 53}",Alabama State,13,1,UAB,UAB,24,3,1.0,28
4466,"{'minutes': 14, 'seconds': 52}",Coastal Carolina,13,1,Coastal Carolina,Eastern Michigan,23,4,1.0,71
4467,"{'minutes': 2, 'seconds': 21}",Western Carolina,0,1,NC State,NC State,3,1,1.0,30
4468,"{'minutes': 5, 'seconds': 26}",Georgia Southern,0,1,Georgia Southern,Maine,3,1,1.0,61
4469,"{'minutes': 14, 'seconds': 8}",Texas,7,1,Texas,LSU,20,3,1.0,66
4470,"{'minutes': 3, 'seconds': 34}",Arkansas,10,1,Ole Miss,Ole Miss,31,4,1.0,29
4471,"{'minutes': 6, 'seconds': 31}",Southern Mississippi,15,1,Mississippi State,Mississippi State,31,4,1.0,34
4472,"{'minutes': 10, 'seconds': 4}",Texas A&M,3,1,Clemson,Clemson,17,3,1.0,33
4473,"{'minutes': 15, 'seconds': 0}",Grambling,7,1,Louisiana Tech,Louisiana Tech,20,4,1.0,35
4474,"{'minutes': 6, 'seconds': 8}",Grambling,7,1,Louisiana Tech,Louisiana Tech,20,4,1.0,36
4475,"{'minutes': 8, 'seconds': 14}",Marshall,7,1,Boise State,Boise State,14,4,1.0,30
4476,"{'seconds': 53, 'minutes': 0}",Akron,6,1,Akron,UAB,17,2,1.0,81
4477,"{'minutes': 5, 'seconds': 40}",Akron,6,1,Akron,UAB,24,3,1.0,70
4478,"{'minutes': 11, 'seconds': 4}",Akron,13,1,Akron,UAB,31,4,1.0,66
4479,"{'minutes': 6, 'seconds': 54}",Prairie View,10,1,Houston,Houston,37,4,1.0,29
4480,"{'minutes': 4, 'seconds': 25}",Tennessee Tech,3,1,Miami (OH),Miami (OH),41,3,1.0,12
4481,"{'minutes': 4, 'seconds': 57}",Southeast Missouri State,0,1,Missouri,Missouri,27,1,1.0,19
4482,"{'minutes': 2, 'seconds': 15}",Northern Illinois,0,1,Nebraska,Nebraska,10,1,1.0,29
4483,"{'minutes': 8, 'seconds': 7}",Texas State,3,1,SMU,SMU,7,1,1.0,23
4484,"{'minutes': 8, 'seconds': 50}",Texas Tech,7,1,Arizona,Arizona,13,3,1.0,40
4485,"{'minutes': 11, 'seconds': 5}",Maryland,2,1,Temple,Temple,7,2,1.0,29
4486,"{'minutes': 8, 'seconds': 43}",Pittsburgh,10,1,Penn State,Penn State,17,4,1.0,35
4487,"{'minutes': 2, 'seconds': 24}",North Carolina,0,1,Wake Forest,Wake Forest,21,2,1.0,33
4488,"{'minutes': 7, 'seconds': 27}",Syracuse,3,1,Syracuse,Clemson,14,2,1.0,61
4489,"{'minutes': 13, 'seconds': 5}",Georgia Tech,6,1,Georgia Tech,The Citadel,14,3,1.0,87
4490,"{'minutes': 12, 'seconds': 33}",Cal Poly,7,1,Oregon State,Oregon State,38,3,1.0,40
4491,"{'minutes': 3, 'seconds': 25}",Houston,14,1,Houston,Washington State,21,3,1.0,66
4492,"{'minutes': 13, 'seconds': 3}",New Hampshire,10,1,Florida International,Florida International,13,3,1.0,32
4493,"{'minutes': 2, 'seconds': 4}",Georgia State,10,1,Western Michigan,Western Michigan,36,2,1.0,25
4494,"{'minutes': 15, 'seconds': 0}",Nebraska,7,1,Illinois,Illinois,14,2,1.0,39
4495,"{'minutes': 11, 'seconds': 19}",Western Michigan,0,1,Syracuse,Syracuse,7,1,1.0,24
4496,"{'minutes': 5, 'seconds': 32}",Utah,10,1,USC,USC,14,2,1.0,32
4497,"{'minutes': 15, 'seconds': 0}",Ole Miss,13,1,Ole Miss,California,28,4,1.0,80
4498,"{'minutes': 10, 'seconds': 17}",TCU,17,1,TCU,SMU,31,3,1.0,89
4499,"{'minutes': 12, 'seconds': 54}",TCU,24,1,TCU,SMU,38,4,1.0,75
4500,"{'minutes': 2, 'seconds': 28}",Michigan,14,1,Wisconsin,Wisconsin,35,4,1.0,25
4501,"{'minutes': 15, 'seconds': 0}",North Carolina,17,1,North Carolina,Appalachian State,27,3,1.0,66
4502,"{'minutes': 3, 'seconds': 43}",UMass,14,1,UMass,Coastal Carolina,56,3,1.0,65
4503,"{'minutes': 6, 'seconds': 56}",Northern Illinois,0,1,Vanderbilt,Vanderbilt,14,1,1.0,34
4504,"{'minutes': 11, 'seconds': 52}",Louisiana Tech,7,1,Rice,Rice,14,2,1.0,27
4505,"{'minutes': 5, 'seconds': 29}",Mississippi State,9,1,Auburn,Auburn,49,3,1.0,22
4506,"{'minutes': 9, 'seconds': 44}",Toledo,6,1,Toledo,BYU,14,3,1.0,66
4507,"{'minutes': 15, 'seconds': 0}",Colorado State,24,1,Utah State,Utah State,27,4,1.0,17
4508,"{'minutes': 5, 'seconds': 28}",Utah State,6,1,LSU,LSU,42,4,1.0,34
4509,"{'minutes': 8, 'seconds': 11}",Kansas State,3,1,Kansas State,Baylor,17,3,1.0,63
4510,"{'minutes': 13, 'seconds': 11}",Miami,7,1,Miami,Virginia Tech,28,3,1.0,66
4511,"{'seconds': 47, 'minutes': 0}",UTEP,0,1,UTEP,UT San Antonio,10,2,1.0,71
4512,"{'minutes': 3, 'seconds': 53}",Southern Mississippi,6,1,Southern Mississippi,North Texas,7,1,1.0,72
4513,"{'minutes': 1, 'seconds': 12}",Georgia,10,1,Georgia,South Carolina,17,3,1.0,74
4514,"{'seconds': 57, 'minutes': 0}",Maryland,14,1,Purdue,Purdue,23,2,1.0,34
4515,"{'minutes': 14, 'seconds': 54}",Wyoming,14,1,San Diego State,San Diego State,19,4,1.0,30
4516,"{'minutes': 4, 'seconds': 43}",Ball State,21,1,Eastern Michigan,Eastern Michigan,23,3,1.0,32
4517,"{'seconds': 9, 'minutes': 0}",Texas State,7,1,Texas State,Louisiana Monroe,17,2,1.0,60
4518,"{'minutes': 10, 'seconds': 16}",Rice,3,1,UT San Antonio,UT San Antonio,7,2,1.0,10
4519,"{'minutes': 13, 'seconds': 36}",Miami (OH),0,1,Miami (OH),Northern Illinois,3,2,1.0,71
4520,"{'minutes': 14, 'seconds': 48}",Oklahoma State,20,1,Oklahoma State,Baylor,24,4,1.0,66
4521,"{'minutes': 10, 'seconds': 37}",Wake Forest,19,1,Wake Forest,Florida State,20,4,1.0,77
4522,"{'minutes': 10, 'seconds': 39}",Washington State,3,1,Oregon,Oregon,9,2,1.0,15
4523,"{'seconds': 49, 'minutes': 0}",Tulsa,0,1,Tulsa,Memphis,14,1,1.0,66
4524,"{'minutes': 3, 'seconds': 43}",South Carolina,21,1,Tennessee,Tennessee,31,3,1.0,29
4525,"{'minutes': 13, 'seconds': 11}",Iowa State,13,1,Iowa State,Oklahoma State,21,3,1.0,68
4526,"{'minutes': 15, 'seconds': 0}",UMass,21,1,UMass,Connecticut,35,3,1.0,68
4527,"{'minutes': 11, 'seconds': 2}",Nevada,3,1,Wyoming,Wyoming,31,3,1.0,23
4528,"{'minutes': 5, 'seconds': 57}",UNLV,17,1,UNLV,San Diego State,20,4,1.0,66
4529,"{'minutes': 14, 'seconds': 56}",South Alabama,0,1,South Alabama,Appalachian State,23,4,1.0,71
4530,"{'minutes': 5, 'seconds': 50}",Virginia Tech,0,1,Notre Dame,Notre Dame,7,1,1.0,29
4531,"{'minutes': 13, 'seconds': 37}",UAB,0,1,Tennessee,Tennessee,30,4,1.0,10
4532,"{'minutes': 14, 'seconds': 54}",Maryland,7,1,Maryland,Michigan,35,4,1.0,62
4533,"{'minutes': 13, 'seconds': 8}",Georgia Tech,7,1,Georgia Tech,Pittsburgh,17,3,1.0,71
4534,"{'minutes': 12, 'seconds': 36}",Rice,7,1,Rice,Marshall,20,4,1.0,64
4535,"{'minutes': 8, 'seconds': 30}",Tulsa,16,1,Tulane,Tulane,31,3,1.0,39
4536,"{'minutes': 15, 'seconds': 0}",Tennessee,0,1,Kentucky,Kentucky,13,2,1.0,36
4537,"{'minutes': 7, 'seconds': 44}",South Alabama,0,1,Texas State,Texas State,3,1,1.0,37
4538,"{'minutes': 12, 'seconds': 21}",Arkansas,13,1,Arkansas,Western Kentucky,38,4,1.0,69
4539,"{'minutes': 2, 'seconds': 38}",Wake Forest,17,1,Virginia Tech,Virginia Tech,23,3,1.0,35
4540,"{'minutes': 9, 'seconds': 30}",Stanford,6,1,Colorado,Colorado,10,3,1.0,29
4541,"{'minutes': 5, 'seconds': 19}",Utah State,34,1,Fresno State,Fresno State,35,4,1.0,14
4542,"{'seconds': 39, 'minutes': 0}",Minnesota,3,1,Iowa,Iowa,20,2,1.0,11
4543,"{'minutes': 9, 'seconds': 4}",Texas,0,1,Iowa State,Iowa State,7,2,1.0,31
4544,"{'minutes': 12, 'seconds': 51}",UMass,6,1,Northwestern,Northwestern,21,3,1.0,35
4545,"{'minutes': 4, 'seconds': 56}",UMass,6,1,Northwestern,Northwestern,21,3,1.0,34
4546,"{'minutes': 4, 'seconds': 40}",Alabama State,6,1,Florida State,Florida State,21,2,1.0,34
4547,"{'minutes': 2, 'seconds': 49}",Akron,0,1,Akron,Eastern Michigan,35,3,1.0,79
4548,"{'minutes': 11, 'seconds': 28}",Georgia State,21,1,Georgia State,Appalachian State,35,3,1.0,69
4549,"{'minutes': 7, 'seconds': 37}",Texas State,13,1,Texas State,Troy,42,3,1.0,65
4550,"{'minutes': 4, 'seconds': 3}",West Virginia,0,1,West Virginia,Oklahoma State,7,1,1.0,61
4551,"{'minutes': 5, 'seconds': 53}",Louisiana Tech,0,1,UAB,UAB,3,1,1.0,23
4552,"{'minutes': 2, 'seconds': 18}",Louisiana Tech,0,1,UAB,UAB,3,1,1.0,22
4553,"{'minutes': 12, 'seconds': 6}",Louisiana Tech,0,1,UAB,UAB,3,2,1.0,14
4554,"{'minutes': 5, 'seconds': 57}",East Carolina,3,1,Connecticut,Connecticut,7,1,1.0,31
4555,"{'minutes': 10, 'seconds': 52}",Illinois,10,1,Iowa,Iowa,16,4,1.0,25
4556,"{'minutes': 1, 'seconds': 21}",UT San Antonio,3,1,UT San Antonio,Florida Atlantic,17,2,1.0,81
4557,"{'minutes': 2, 'seconds': 28}",Louisiana Tech,14,1,UAB,UAB,20,4,1.0,36
4558,"{'minutes': 15, 'seconds': 0}",North Texas,0,1,Rice,Rice,20,3,1.0,36
4559,"{'minutes': 2, 'seconds': 21}",Colorado State,7,1,Wyoming,Wyoming,14,3,1.0,29
4560,"{'seconds': 25, 'minutes': 0}",Georgia Southern,27,1,Arkansas State,Arkansas State,38,3,1.0,33
4561,"{'minutes': 7, 'seconds': 51}",Louisville,6,1,Kentucky,Kentucky,17,2,1.0,28
4562,"{'minutes': 6, 'seconds': 16}",Notre Dame,7,1,Stanford,Stanford,17,2,1.0,24
4563,"{'minutes': 11, 'seconds': 48}",UAB,0,1,North Texas,North Texas,7,1,1.0,15
4564,"{'minutes': 13, 'seconds': 23}",Bowling Green,0,1,Buffalo,Buffalo,7,1,1.0,20
4565,"{'minutes': 7, 'seconds': 30}",Ole Miss,14,1,Mississippi State,Mississippi State,21,4,1.0,22
4566,"{'minutes': 4, 'seconds': 55}",Virginia Tech,3,1,Virginia,Virginia,13,2,1.0,19
4567,"{'minutes': 9, 'seconds': 16}",Stanford,17,1,Stanford,Notre Dame,21,3,1.0,62
4568,"{'minutes': 1, 'seconds': 44}",Stanford,17,1,Stanford,Notre Dame,28,3,1.0,82
4569,"{'minutes': 13, 'seconds': 8}",Wyoming,3,1,Air Force,Air Force,10,4,1.0,34
4570,"{'minutes': 9, 'seconds': 30}",Toledo,7,1,Central Michigan,Central Michigan,42,3,1.0,34
4571,"{'minutes': 11, 'seconds': 49}",Central Michigan,0,1,Central Michigan,Miami (OH),7,1,1.0,64
4572,"{'minutes': 15, 'seconds': 0}",UAB,6,1,Florida Atlantic,Florida Atlantic,35,3,1.0,34
4573,"{'minutes': 10, 'seconds': 29}",Navy,14,19,Navy,Air Force,9,3,0.9990865512,90
4574,"{'minutes': 10, 'seconds': 23}",Florida State,14,19,Virginia,Virginia,10,3,0.9934434936000001,12
4575,"{'minutes': 8, 'seconds': 22}",Clemson,17,11,Clemson,Texas A&M,3,3,0.9895904677876802,56
4576,"{'minutes': 11, 'seconds': 40}",Utah,14,10,Utah,Arizona State,0,3,0.9750180000000003,58
4577,"{'minutes': 14, 'seconds': 11}",Kentucky,24,33,Kentucky,Louisville,13,3,0.9697770306,75
4578,"{'minutes': 14, 'seconds': 10}",LSU,21,16,LSU,Utah State,6,3,0.9684750000000002,81
4579,"{'minutes': 7, 'seconds': 59}",Clemson,7,18,Clemson,Georgia Tech,0,1,0.9680000000000002,58
4580,"{'minutes': 2, 'seconds': 2}",Texas,7,18,Texas,Louisiana Tech,0,1,0.9680000000000002,58
4581,"{'seconds': 16, 'minutes': 0}",Akron,20,3,Akron,UAB,31,4,0.9680000000000002,58
4582,"{'minutes': 11, 'seconds': 2}",Appalachian State,3,2,North Carolina,North Carolina,7,1,0.9680000000000002,42
4583,"{'minutes': 14, 'seconds': 10}",Vanderbilt,31,3,Vanderbilt,LSU,59,4,0.9680000000000002,58
4584,"{'minutes': 5, 'seconds': 23}",Central Connecticut,22,3,Eastern Michigan,Eastern Michigan,28,4,0.9680000000000002,42
4585,"{'minutes': 4, 'seconds': 50}",South Alabama,10,3,Louisiana Monroe,Louisiana Monroe,17,3,0.9680000000000002,42
4586,"{'minutes': 8, 'seconds': 54}",Colorado,3,10,Colorado,Arizona,0,1,0.9680000000000002,58
4587,"{'minutes': 2, 'seconds': 20}",New Mexico State,6,3,New Mexico State,Liberty,13,3,0.9680000000000002,58
4588,"{'minutes': 8, 'seconds': 57}",NC State,6,25,NC State,Syracuse,0,2,0.9680000000000002,58
4589,"{'minutes': 15, 'seconds': 0}",Middle Tennessee,0,9,Florida Atlantic,Florida Atlantic,0,1,0.9680000000000002,42
4590,"{'minutes': 8, 'seconds': 56}",Nebraska,7,3,Minnesota,Minnesota,34,4,0.9680000000000002,42
4591,"{'minutes': 8, 'seconds': 29}",North Texas,14,12,Southern Mississippi,Southern Mississippi,13,2,0.9680000000000002,42
4592,"{'minutes': 7, 'seconds': 47}",Louisville,7,3,Louisville,Virginia,14,2,0.9680000000000002,58
4593,"{'minutes': 12, 'seconds': 19}",Wake Forest,0,9,Wake Forest,NC State,0,1,0.9680000000000002,58
4594,"{'minutes': 14, 'seconds': 16}",Hawai'i,0,3,Hawai'i,Fresno State,7,2,0.9680000000000002,58
4595,"{'minutes': 1, 'seconds': 57}",Memphis,7,7,Memphis,SMU,7,1,0.9680000000000002,58
4596,"{'minutes': 7, 'seconds': 55}",Oklahoma State,17,8,Oklahoma State,TCU,17,3,0.9680000000000002,58
4597,"{'minutes': 5, 'seconds': 15}",Temple,0,7,South Florida,South Florida,0,2,0.9680000000000002,42
4598,"{'minutes': 2, 'seconds': 6}",West Virginia,10,2,West Virginia,Texas Tech,35,3,0.9680000000000002,58
4599,"{'minutes': 1, 'seconds': 18}",Notre Dame,13,18,Notre Dame,Boston College,7,2,0.9680000000000002,58
4600,"{'minutes': 9, 'seconds': 0}",New Mexico State,7,10,New Mexico State,UTEP,0,1,0.9680000000000002,58
4601,"{'minutes': 9, 'seconds': 1}",West Virginia,7,13,TCU,TCU,0,1,0.9680000000000002,42
4602,"{'minutes': 9, 'seconds': 0}",Washington State,7,11,Washington,Washington,0,1,0.9680000000000002,42
4603,"{'minutes': 14, 'seconds': 9}",Ohio,45,18,Bowling Green,Bowling Green,24,3,0.9671760294,17
4604,"{'minutes': 12, 'seconds': 30}",Arizona State,10,11,Arizona State,Kent State,0,2,0.9663060000000003,55
4605,"{'minutes': 15, 'seconds': 0}",Minnesota,20,4,Minnesota,South Dakota State,21,4,0.9663060000000003,55
4606,"{'minutes': 12, 'seconds': 22}",UT San Antonio,14,6,Baylor,Baylor,49,4,0.9663060000000003,45
4607,"{'minutes': 1, 'seconds': 15}",California,3,6,Washington,Washington,10,2,0.9663060000000003,45
4608,"{'seconds': 57, 'minutes': 0}",Colorado State,28,15,Colorado State,Western Illinois,6,2,0.9663060000000003,55
4609,"{'minutes': 1, 'seconds': 56}",Pittsburgh,10,4,Penn State,Penn State,17,4,0.9663060000000003,45
4610,"{'seconds': 38, 'minutes': 0}",Louisville,17,6,Florida State,Florida State,21,3,0.9663060000000003,45
4611,"{'minutes': 11, 'seconds': 11}",BYU,19,6,BYU,Washington,45,4,0.9663060000000003,55
4612,"{'minutes': 11, 'seconds': 13}",Indiana,7,5,Michigan State,Michigan State,14,2,0.9663060000000003,45
4613,"{'minutes': 15, 'seconds': 0}",Iowa,17,17,Iowa,Middle Tennessee,0,2,0.9663060000000003,55
4614,"{'minutes': 15, 'seconds': 0}",Kansas,0,5,TCU,TCU,38,3,0.9663060000000003,45
4615,"{'minutes': 2, 'seconds': 1}",Tulsa,3,6,SMU,SMU,6,1,0.9663060000000003,45
4616,"{'minutes': 1, 'seconds': 35}",Syracuse,0,6,NC State,NC State,6,1,0.9663060000000003,45
4617,"{'minutes': 6, 'seconds': 22}",Florida,0,5,South Carolina,South Carolina,7,1,0.9663060000000003,45
4618,"{'minutes': 11, 'seconds': 25}",Stanford,10,5,Stanford,UCLA,14,2,0.9663060000000003,55
4619,"{'seconds': 59, 'minutes': 0}",Northwestern,3,4,Northwestern,Ohio State,28,2,0.9663060000000003,55
4620,"{'minutes': 13, 'seconds': 31}",Louisville,3,5,Louisville,Clemson,17,3,0.9663060000000003,55
4621,"{'minutes': 4, 'seconds': 28}",Louisville,3,4,Louisville,Clemson,17,3,0.9663060000000003,55
4622,"{'minutes': 7, 'seconds': 55}",Alabama,31,10,Alabama,Arkansas,0,2,0.9663060000000003,55
4623,"{'minutes': 7, 'seconds': 57}",Akron,0,5,Northern Illinois,Northern Illinois,49,4,0.9663060000000003,45
4624,"{'minutes': 11, 'seconds': 46}",UAB,2,5,Southern Mississippi,Southern Mississippi,37,4,0.9663060000000003,45
4625,"{'minutes': 9, 'seconds': 7}",Marshall,13,4,Charlotte,Charlotte,17,4,0.9663060000000003,45
4626,"{'minutes': 6, 'seconds': 33}",Northern Illinois,7,4,Northern Illinois,Eastern Michigan,14,2,0.9663060000000003,55
4627,"{'minutes': 7, 'seconds': 6}",California,0,5,UCLA,UCLA,7,1,0.9663060000000003,45
4628,"{'minutes': 14, 'seconds': 7}",Louisiana,24,16,Arkansas State,Arkansas State,10,3,0.9645872538000001,39
4629,"{'minutes': 14, 'seconds': 6}",Oregon,21,12,Oregon,Arizona,6,3,0.9632974416000001,77
4630,"{'minutes': 14, 'seconds': 0}",Buffalo,30,18,Buffalo,Central Michigan,14,3,0.9556224000000001,72
4631,"{'minutes': 13, 'seconds': 59}",Miami (OH),17,15,Miami (OH),Akron,3,3,0.9543538314000002,75
4632,"{'minutes': 9, 'seconds': 37}",Arizona,21,10,Colorado,Colorado,20,3,0.9536800264,27
4633,"{'minutes': 9, 'seconds': 29}",Arkansas State,34,18,Louisiana Monroe,Louisiana Monroe,28,3,0.9473760072000001,27
4634,"{'minutes': 9, 'seconds': 25}",Fresno State,14,12,Fresno State,Sacramento State,12,3,0.9442897000000001,82
4635,"{'minutes': 11, 'seconds': 19}",Rutgers,14,7,Rutgers,UMass,21,2,0.9431790764000008,51
4636,"{'minutes': 8, 'seconds': 27}",Alcorn State,10,7,Southern Mississippi,Southern Mississippi,38,4,0.9431790764000008,49
4637,"{'minutes': 8, 'seconds': 19}",UMass,6,7,UMass,Southern Illinois,7,2,0.9431790764000008,51
4638,"{'minutes': 15, 'seconds': 0}",Arizona State,0,12,Michigan State,Michigan State,0,1,0.9431790764000008,49
4639,"{'minutes': 10, 'seconds': 39}",Houston,0,10,Houston,Washington State,0,1,0.9431790764000008,51
4640,"{'minutes': 0, 'seconds': 0}",Houston,0,14,Houston,Washington State,0,1,0.9431790764000008,51
4641,"{'seconds': 51, 'minutes': 0}",BYU,17,10,BYU,USC,17,2,0.9431790764000008,51
4642,"{'minutes': 14, 'seconds': 55}",Bowling Green,7,7,Bowling Green,Louisiana Tech,21,3,0.9431790764000008,51
4643,"{'minutes': 14, 'seconds': 54}",Murray State,0,7,Toledo,Toledo,17,3,0.9431790764000008,49
4644,"{'minutes': 3, 'seconds': 34}",Rutgers,13,7,Rutgers,Boston College,24,3,0.9431790764000008,51
4645,"{'minutes': 1, 'seconds': 56}",Bowling Green,7,9,Kent State,Kent State,34,3,0.9431790764000008,49
4646,"{'minutes': 15, 'seconds': 0}",Houston,0,22,North Texas,North Texas,0,1,0.9431790764000008,49
4647,"{'minutes': 11, 'seconds': 20}",Northwestern,10,10,Nebraska,Nebraska,10,3,0.9431790764000008,49
4648,"{'minutes': 11, 'seconds': 57}",Georgia Tech,17,7,Duke,Duke,38,3,0.9431790764000008,49
4649,"{'minutes': 7, 'seconds': 30}",Pittsburgh,0,14,Syracuse,Syracuse,0,1,0.9431790764000008,49
4650,"{'minutes': 10, 'seconds': 10}",Miami (OH),0,10,Miami (OH),Northern Illinois,0,1,0.9431790764000008,51
4651,"{'minutes': 12, 'seconds': 42}",Southern Mississippi,0,18,Rice,Rice,0,1,0.9431790764000008,49
